station_id,Model,Dataset,RMSE,MAE,R2,KGE,PBIAS,Bias,Nash_Sutcliffe
58030000,Linear_Regression,Training,4.32151741426781,3.2309446154277826,0.6086336061138118,0.689084770911073,-1.1275231023733406e-14,-1.578983857244667e-15,0.6086336061138118
58030000,Linear_Regression,Test,5.362333542631107,4.072732926416674,0.5620111623234302,0.5223581818712864,-25.202799484909086,-2.9119754344671707,0.3639121633026917
58030000,Ridge,Training,4.324794662452256,3.2263040979136535,0.6080528581879552,0.6859917794021486,-3.2214945782095447e-15,-4.511382449270477e-16,0.6080397910177375
58030000,Ridge,Test,5.321969800449556,4.0376563954505595,0.5584746967677191,0.5270679952544174,-24.32356454216678,-2.810387094809752,0.37345213478004735
58030000,Random_Forest,Training,1.607174105939912,1.0922580183913835,0.9528951758438463,0.8868801097574557,-0.3580719024725912,-0.05014440524961401,0.9458701468219682
58030000,Random_Forest,Test,4.378250560653253,3.0383661010894234,0.6061542435248729,0.672751030741884,-9.237030192323985,-1.0672625881733884,0.5759562496374794
58030000,Gradient_Boosting,Training,1.1913209133959322,0.9423667580293402,0.9730960614604097,0.9318250695727635,-3.020151167071448e-16,-4.229421046191072e-17,0.970258112439828
58030000,Gradient_Boosting,Test,4.617702025383726,2.8960828170480806,0.5290642881538874,0.5928267481948046,-0.6476409508757268,-0.07482956567719085,0.5283050214644175
58030000,SVR,Training,4.575781563403269,3.0958026375976666,0.6277801975046462,0.5398452093989725,5.553547227125514,0.7777190022642683,0.5612253140190344
58030000,SVR,Test,4.986852275626348,3.3647337227999152,0.5130471142460206,0.3884650545631454,-1.8070019062647047,-0.20878415369010542,0.44987364690409426
58030000,MLP,Training,2.178918310757664,1.500046466656812,0.901189017361465,0.9076012830691843,-0.9847373555089515,-0.1379026633424661,0.9005069160138173
58030000,MLP,Test,5.2032642071733965,3.9985890939482833,0.4925951358918394,0.6956960823616241,4.492862795931628,0.5191132080393799,0.40109050221191367
58235100,Linear_Regression,Training,67.11119751130761,50.88886056218229,0.3354036940771412,0.40481475713379544,3.172132082747489e-15,6.315935428978668e-15,0.33540369407714055
